medicineId,soldMedicineTimes,month
1122,626,2017-06
1128,351,2017-06
1134,536,2017-06
1146,503,2017-06
1148,434,2017-06
1155,813,2017-06
1157,109,2017-06
1160,752,2017-06
1164,184,2017-06
1176,797,2017-06
1198,331,2017-06
1200,143,2017-06
1201,288,2017-06
1203,309,2017-06
1218,145,2017-06
1250,450,2017-06
1264,972,2017-06
1305,799,2017-06
1311,309,2017-06
1313,712,2017-06
1317,656,2017-06
1350,373,2017-06
1353,259,2017-06
1391,428,2017-06
1395,776,2017-06
1417,253,2017-06
1450,234,2017-06
1455,921,2017-06
1461,546,2017-06
1477,388,2017-06
1481,490,2017-06
1489,403,2017-06
1496,218,2017-06
1499,837,2017-06
1502,630,2017-06
1504,634,2017-06
1524,876,2017-06
1530,358,2017-06
1543,94,2017-06
1553,707,2017-06
1570,710,2017-06
1575,795,2017-06
1587,442,2017-06
1592,357,2017-06
1593,444,2017-06
1628,36,2017-06
1642,955,2017-06
1654,862,2017-06
1656,442,2017-06
1658,160,2017-06
1663,618,2017-06
1678,213,2017-06
1679,925,2017-06
1681,931,2017-06
1698,353,2017-06
1715,689,2017-06
1727,575,2017-06
1739,978,2017-06
1743,554,2017-06
1746,515,2017-06
1758,143,2017-06
1773,237,2017-06
1790,438,2017-06
1805,141,2017-06
1818,511,2017-06
1827,707,2017-06
1842,283,2017-06
1844,494,2017-06
1851,1190,2017-06
1862,293,2017-06
1882,85,2017-06
1886,789,2017-06
1928,145,2017-06
1941,296,2017-06
1945,571,2017-06
1952,241,2017-06
1977,706,2017-06
1993,236,2017-06
1996,970,2017-06
2012,189,2017-06
2028,198,2017-06
2034,583,2017-06
2042,456,2017-06
2047,176,2017-06
2059,253,2017-06
2063,880,2017-06
2067,359,2017-06
2070,173,2017-06
2081,118,2017-06
2090,975,2017-06
2107,458,2017-06
2114,549,2017-06
2119,260,2017-06
2120,388,2017-06
2128,897,2017-06
2150,113,2017-06
2151,492,2017-06
2154,265,2017-06
2169,432,2017-06
2170,751,2017-06
2191,944,2017-06
2198,577,2017-06
2203,799,2017-06
2218,335,2017-06
2225,829,2017-06
2232,605,2017-06
2234,228,2017-06
2270,507,2017-06
2278,527,2017-06
2285,678,2017-06
2308,676,2017-06
2318,392,2017-06
2324,431,2017-06
2331,480,2017-06
2332,282,2017-06
2360,252,2017-06
2361,404,2017-06
2364,459,2017-06
2367,154,2017-06
2376,661,2017-06
2389,493,2017-06
2391,1224,2017-06
2402,579,2017-06
2411,748,2017-06
2425,627,2017-06
2457,112,2017-06
2470,525,2017-06
2506,27,2017-06
2512,456,2017-06
2518,825,2017-06
2540,555,2017-06
2544,902,2017-06
2552,824,2017-06
2560,771,2017-06
2562,60,2017-06
2567,913,2017-06
2585,58,2017-06
2606,855,2017-06
2614,842,2017-06
2622,841,2017-06
2629,597,2017-06
2632,368,2017-06
2662,599,2017-06
2664,269,2017-06
2673,406,2017-06
2682,508,2017-06
2688,791,2017-06
2691,856,2017-06
2726,753,2017-06
2736,798,2017-06
2762,27,2017-06
2766,20,2017-06
2771,624,2017-06
2793,678,2017-06
2803,176,2017-06
2806,883,2017-06
2811,925,2017-06
2813,736,2017-06
2815,558,2017-06
2846,421,2017-06
2858,679,2017-06
2870,230,2017-06
2881,908,2017-06
2891,700,2017-06
2892,136,2017-06
2921,880,2017-06
2923,919,2017-06
2934,673,2017-06
2942,336,2017-06
2943,637,2017-06
2975,359,2017-06
2976,956,2017-06
2979,459,2017-06
3012,37,2017-06
3019,884,2017-06
3082,476,2017-06
3083,407,2017-06
3088,641,2017-06
3090,519,2017-06
3093,792,2017-06
3095,483,2017-06
3102,863,2017-06
3138,757,2017-06
3152,192,2017-06
3163,982,2017-06
3167,747,2017-06
3185,619,2017-06
3190,667,2017-06
3196,1932,2017-06
3208,383,2017-06
3209,533,2017-06
3223,188,2017-06
3247,398,2017-06
3255,994,2017-06
3298,38,2017-06
3316,127,2017-06
3317,218,2017-06
3332,292,2017-06
3333,993,2017-06
3351,642,2017-06
3362,501,2017-06
3365,65,2017-06
3389,327,2017-06
3396,513,2017-06
3406,86,2017-06
3413,949,2017-06
3428,223,2017-06
3429,506,2017-06
3454,388,2017-06
3460,993,2017-06
3461,582,2017-06
3464,779,2017-06
3466,232,2017-06
3477,901,2017-06
3483,969,2017-06
3497,417,2017-06
3502,989,2017-06
3541,283,2017-06
3543,223,2017-06
3564,481,2017-06
3570,320,2017-06
3595,837,2017-06
3600,552,2017-06
3642,275,2017-06
3647,798,2017-06
3653,689,2017-06
3670,338,2017-06
3682,195,2017-06
3684,846,2017-06
3687,427,2017-06
3690,878,2017-06
3707,934,2017-06
3723,652,2017-06
3744,400,2017-06
3748,149,2017-06
3764,891,2017-06
3771,412,2017-06
3804,152,2017-06
3818,641,2017-06
3837,895,2017-06
3838,129,2017-06
3843,908,2017-06
3846,260,2017-06
3855,974,2017-06
3858,705,2017-06
3866,72,2017-06
3871,640,2017-06
3877,916,2017-06
3881,985,2017-06
3889,125,2017-06
3900,551,2017-06
3927,740,2017-06
3934,988,2017-06
3953,720,2017-06
3955,807,2017-06
3983,65,2017-06
3988,1332,2017-06
4042,851,2017-06
4048,83,2017-06
4052,676,2017-06
4053,756,2017-06
4070,566,2017-06
4073,490,2017-06
4094,919,2017-06
4101,183,2017-06
4121,812,2017-06
4125,659,2017-06
4151,91,2017-06
4182,237,2017-06
4191,909,2017-06
4212,297,2017-06
4216,513,2017-06
4235,877,2017-06
4244,934,2017-06
4255,446,2017-06
4256,745,2017-06
4258,33,2017-06
4273,362,2017-06
4274,142,2017-06
4295,188,2017-06
4305,410,2017-06
4306,512,2017-06
4329,76,2017-06
4335,401,2017-06
4337,405,2017-06
4348,256,2017-06
4349,464,2017-06
4358,582,2017-06
4385,545,2017-06
4392,805,2017-06
4406,182,2017-06
4408,111,2017-06
4410,122,2017-06
4411,793,2017-06
4412,308,2017-06
4413,75,2017-06
4427,203,2017-06
4436,885,2017-06
4466,281,2017-06
4501,832,2017-06
4514,718,2017-06
4519,886,2017-06
4522,247,2017-06
4524,206,2017-06
4526,78,2017-06
4532,114,2017-06
4541,686,2017-06
4550,369,2017-06
4554,212,2017-06
4557,940,2017-06
4599,883,2017-06
4602,530,2017-06
4615,945,2017-06
4621,428,2017-06
4637,597,2017-06
4647,400,2017-06
4653,600,2017-06
4655,550,2017-06
4657,193,2017-06
4668,480,2017-06
4669,527,2017-06
4678,540,2017-06
4686,994,2017-06
4716,792,2017-06
4719,63,2017-06
4737,159,2017-06
4738,35,2017-06
4743,2397,2017-06
4744,804,2017-06
4756,207,2017-06
4775,478,2017-06
4787,450,2017-06
4806,260,2017-06
4816,798,2017-06
4821,403,2017-06
4834,91,2017-06
4846,458,2017-06
4847,274,2017-06
4851,724,2017-06
4866,171,2017-06
4869,849,2017-06
4877,506,2017-06
4884,381,2017-06
4886,727,2017-06
4895,344,2017-06
4904,200,2017-06
4919,980,2017-06
4948,669,2017-06
4957,43,2017-06
4971,601,2017-06
4982,392,2017-06
4984,646,2017-06
4999,192,2017-06
5011,600,2017-06
5013,319,2017-06
5015,206,2017-06
5033,67,2017-06
5037,669,2017-06
5042,417,2017-06
5043,781,2017-06
5053,901,2017-06
5054,38,2017-06
5056,486,2017-06
5065,433,2017-06
5075,472,2017-06
5125,788,2017-06
5172,824,2017-06
5177,187,2017-06
5178,682,2017-06
5186,542,2017-06
5194,753,2017-06
5198,275,2017-06
5226,131,2017-06
5250,96,2017-06
5253,297,2017-06
5258,334,2017-06
5264,373,2017-06
5,999,2017-07
6,372,2017-07
7,88,2017-07
17,914,2017-07
25,298,2017-07
30,831,2017-07
31,872,2017-07
54,651,2017-07
55,483,2017-07
59,59,2017-07
74,468,2017-07
82,833,2017-07
104,305,2017-07
122,151,2017-07
136,1708,2017-07
160,548,2017-07
161,435,2017-07
168,861,2017-07
169,790,2017-07
186,522,2017-07
191,399,2017-07
195,177,2017-07
208,669,2017-07
222,492,2017-07
229,340,2017-07
241,359,2017-07
244,834,2017-07
259,507,2017-07
262,682,2017-07
283,151,2017-07
297,832,2017-07
308,461,2017-07
338,511,2017-07
355,282,2017-07
385,396,2017-07
388,520,2017-07
392,334,2017-07
399,969,2017-07
417,106,2017-07
440,599,2017-07
443,414,2017-07
450,376,2017-07
452,173,2017-07
461,244,2017-07
468,135,2017-07
490,206,2017-07
504,74,2017-07
514,942,2017-07
518,299,2017-07
523,77,2017-07
561,206,2017-07
570,871,2017-07
585,392,2017-07
588,396,2017-07
607,428,2017-07
612,868,2017-07
617,408,2017-07
622,991,2017-07
629,340,2017-07
633,329,2017-07
660,69,2017-07
676,667,2017-07
684,226,2017-07
688,229,2017-07
690,52,2017-07
701,372,2017-07
714,276,2017-07
716,272,2017-07
719,507,2017-07
721,205,2017-07
741,106,2017-07
751,181,2017-07
758,94,2017-07
784,597,2017-07
803,630,2017-07
808,381,2017-07
810,635,2017-07
836,352,2017-07
844,978,2017-07
861,823,2017-07
863,936,2017-07
870,417,2017-07
877,515,2017-07
883,366,2017-07
885,217,2017-07
889,941,2017-07
900,524,2017-07
903,719,2017-07
925,917,2017-07
941,755,2017-07
949,445,2017-07
952,436,2017-07
972,71,2017-07
982,624,2017-07
986,913,2017-07
990,589,2017-07
1001,458,2017-07
1022,139,2017-07
1023,511,2017-07
1050,515,2017-07
1073,492,2017-07
1109,467,2017-07
1121,533,2017-07
1132,778,2017-07
1159,958,2017-07
1164,184,2017-07
1173,75,2017-07
1187,645,2017-07
1188,12,2017-07
1198,331,2017-07
1203,618,2017-07
1238,663,2017-07
1242,845,2017-07
1253,777,2017-07
1258,883,2017-07
1261,224,2017-07
1267,737,2017-07
1268,186,2017-07
1269,762,2017-07
1282,1734,2017-07
1284,757,2017-07
1285,488,2017-07
1307,424,2017-07
1313,712,2017-07
1315,210,2017-07
1323,316,2017-07
1329,222,2017-07
1336,135,2017-07
1338,830,2017-07
1362,140,2017-07
1367,587,2017-07
1371,234,2017-07
1382,519,2017-07
1391,428,2017-07
1405,460,2017-07
1407,997,2017-07
1411,273,2017-07
1416,724,2017-07
1418,380,2017-07
1425,294,2017-07
1428,612,2017-07
1444,1378,2017-07
1454,758,2017-07
1458,785,2017-07
1464,162,2017-07
1465,976,2017-07
1473,453,2017-07
1483,380,2017-07
1501,773,2017-07
1507,287,2017-07
1509,663,2017-07
1514,802,2017-07
1516,94,2017-07
1517,588,2017-07
1523,158,2017-07
1540,323,2017-07
1554,15,2017-07
1571,12,2017-07
1590,93,2017-07
1592,357,2017-07
1599,390,2017-07
1606,811,2017-07
1609,466,2017-07
1618,26,2017-07
1619,760,2017-07
1635,302,2017-07
1641,40,2017-07
1651,381,2017-07
1653,616,2017-07
1662,610,2017-07
1671,226,2017-07
1697,798,2017-07
1699,639,2017-07
1704,234,2017-07
1706,277,2017-07
1709,191,2017-07
1715,689,2017-07
1743,554,2017-07
1762,808,2017-07
1764,1022,2017-07
1773,237,2017-07
1777,434,2017-07
1780,140,2017-07
1835,435,2017-07
1840,524,2017-07
1842,283,2017-07
1853,82,2017-07
1858,826,2017-07
1888,953,2017-07
1891,845,2017-07
1892,112,2017-07
1898,753,2017-07
1923,432,2017-07
1928,145,2017-07
1937,913,2017-07
1966,283,2017-07
1969,582,2017-07
1991,22,2017-07
1994,581,2017-07
2017,570,2017-07
2018,830,2017-07
2025,712,2017-07
2029,335,2017-07
2053,897,2017-07
2057,253,2017-07
2062,727,2017-07
2076,354,2017-07
2087,244,2017-07
2094,366,2017-07
2106,432,2017-07
2121,443,2017-07
2130,540,2017-07
2145,290,2017-07
2148,796,2017-07
2154,265,2017-07
2155,58,2017-07
2167,47,2017-07
2171,487,2017-07
2174,720,2017-07
2178,246,2017-07
2197,198,2017-07
2234,228,2017-07
2256,541,2017-07
2293,42,2017-07
2302,429,2017-07
2312,252,2017-07
2322,313,2017-07
2323,212,2017-07
2332,282,2017-07
2346,918,2017-07
2347,679,2017-07
2353,742,2017-07
2355,594,2017-07
2363,542,2017-07
2380,434,2017-07
2389,493,2017-07
2390,78,2017-07
2424,172,2017-07
2436,138,2017-07
2438,330,2017-07
2464,1158,2017-07
2483,968,2017-07
2488,622,2017-07
2519,50,2017-07
2523,979,2017-07
2542,186,2017-07
2549,49,2017-07
2569,132,2017-07
2577,15,2017-07
2594,114,2017-07
2607,62,2017-07
2611,774,2017-07
2654,366,2017-07
2656,535,2017-07
2677,119,2017-07
2684,575,2017-07
2693,111,2017-07
2695,858,2017-07
2698,622,2017-07
2701,840,2017-07
2707,61,2017-07
2711,763,2017-07
2721,201,2017-07
2746,581,2017-07
2754,442,2017-07
2757,948,2017-07
2760,753,2017-07
2762,27,2017-07
2770,772,2017-07
2778,828,2017-07
2782,114,2017-07
2790,394,2017-07
2795,928,2017-07
2820,507,2017-07
2846,421,2017-07
2848,179,2017-07
2851,477,2017-07
2860,919,2017-07
2862,443,2017-07
2895,998,2017-07
2921,880,2017-07
2927,742,2017-07
2929,496,2017-07
2940,697,2017-07
2946,825,2017-07
2949,318,2017-07
2959,964,2017-07
2976,956,2017-07
2979,918,2017-07
2989,914,2017-07
2997,272,2017-07
3014,697,2017-07
3058,199,2017-07
3102,863,2017-07
3109,831,2017-07
3115,713,2017-07
3118,530,2017-07
3123,144,2017-07
3139,930,2017-07
3145,520,2017-07
3149,85,2017-07
3180,123,2017-07
3189,940,2017-07
3206,296,2017-07
3214,919,2017-07
3232,474,2017-07
3235,945,2017-07
3238,540,2017-07
3253,570,2017-07
3273,133,2017-07
3307,535,2017-07
3311,156,2017-07
3314,635,2017-07
3322,909,2017-07
3328,735,2017-07
3378,289,2017-07
3382,364,2017-07
3388,680,2017-07
3395,140,2017-07
3406,86,2017-07
3408,741,2017-07
3410,660,2017-07
3416,960,2017-07
3439,902,2017-07
3445,367,2017-07
3447,97,2017-07
3453,317,2017-07
3470,399,2017-07
3493,829,2017-07
3501,499,2017-07
3507,934,2017-07
3508,361,2017-07
3509,647,2017-07
3524,237,2017-07
3544,425,2017-07
3561,466,2017-07
3565,54,2017-07
3578,543,2017-07
3594,853,2017-07
3605,179,2017-07
3614,20,2017-07
3639,494,2017-07
3640,407,2017-07
3655,601,2017-07
3661,25,2017-07
3667,778,2017-07
3682,195,2017-07
3701,486,2017-07
3705,580,2017-07
3715,198,2017-07
3718,432,2017-07
3738,599,2017-07
3748,149,2017-07
3752,800,2017-07
3753,129,2017-07
3757,776,2017-07
3760,40,2017-07
3779,578,2017-07
3799,717,2017-07
3819,652,2017-07
3824,1184,2017-07
3847,183,2017-07
3855,974,2017-07
3870,306,2017-07
3884,277,2017-07
3897,639,2017-07
3917,437,2017-07
3932,75,2017-07
3942,737,2017-07
3969,886,2017-07
3973,540,2017-07
3985,619,2017-07
4025,610,2017-07
4033,985,2017-07
4034,578,2017-07
4042,851,2017-07
4055,372,2017-07
4060,343,2017-07
4064,32,2017-07
4081,804,2017-07
4091,64,2017-07
4092,26,2017-07
4094,919,2017-07
4096,582,2017-07
4111,603,2017-07
4115,837,2017-07
4131,734,2017-07
4161,847,2017-07
4168,492,2017-07
4184,195,2017-07
4207,200,2017-07
4220,369,2017-07
4249,899,2017-07
4262,248,2017-07
4265,280,2017-07
4267,421,2017-07
4274,142,2017-07
4290,35,2017-07
4295,188,2017-07
4298,162,2017-07
4313,878,2017-07
4333,688,2017-07
4349,464,2017-07
4375,41,2017-07
4381,479,2017-07
4384,339,2017-07
4406,182,2017-07
4410,122,2017-07
4435,468,2017-07
4446,970,2017-07
4467,579,2017-07
4507,600,2017-07
4513,1380,2017-07
4520,52,2017-07
4525,988,2017-07
4538,505,2017-07
4574,907,2017-07
4582,763,2017-07
4599,883,2017-07
4601,130,2017-07
4618,761,2017-07
4661,164,2017-07
4665,419,2017-07
4673,763,2017-07
4674,53,2017-07
4685,878,2017-07
4700,1570,2017-07
4707,575,2017-07
4708,114,2017-07
4715,192,2017-07
4720,735,2017-07
4724,748,2017-07
4726,300,2017-07
4728,122,2017-07
4730,554,2017-07
4740,409,2017-07
4776,447,2017-07
4784,937,2017-07
4786,799,2017-07
4789,747,2017-07
4791,473,2017-07
4795,454,2017-07
4801,221,2017-07
4812,73,2017-07
4823,222,2017-07
4830,108,2017-07
4866,171,2017-07
4878,62,2017-07
4883,622,2017-07
4884,381,2017-07
4889,378,2017-07
4898,487,2017-07
4902,600,2017-07
4909,986,2017-07
4933,987,2017-07
4946,1000,2017-07
4962,271,2017-07
4968,111,2017-07
4970,711,2017-07
4976,149,2017-07
4991,158,2017-07
4992,211,2017-07
5029,404,2017-07
5054,38,2017-07
5063,989,2017-07
5107,321,2017-07
5114,837,2017-07
5123,976,2017-07
5128,423,2017-07
5133,48,2017-07
5139,512,2017-07
5163,436,2017-07
5171,410,2017-07
5194,753,2017-07
5232,512,2017-07
5242,394,2017-07
5243,93,2017-07
5250,192,2017-07
5258,334,2017-07
5264,373,2017-07
5272,423,2017-07
5,999,2017-08
8,146,2017-08
10,880,2017-08
22,106,2017-08
35,844,2017-08
44,995,2017-08
55,483,2017-08
70,455,2017-08
103,188,2017-08
115,475,2017-08
127,975,2017-08
133,568,2017-08
153,364,2017-08
166,113,2017-08
199,952,2017-08
205,47,2017-08
214,328,2017-08
223,803,2017-08
237,760,2017-08
242,267,2017-08
260,88,2017-08
281,462,2017-08
285,12,2017-08
306,743,2017-08
307,401,2017-08
315,934,2017-08
328,355,2017-08
345,380,2017-08
353,97,2017-08
364,817,2017-08
367,48,2017-08
368,686,2017-08
371,438,2017-08
373,172,2017-08
379,334,2017-08
383,119,2017-08
402,580,2017-08
403,156,2017-08
445,903,2017-08
454,239,2017-08
479,345,2017-08
490,206,2017-08
499,705,2017-08
514,942,2017-08
539,396,2017-08
547,575,2017-08
551,755,2017-08
552,759,2017-08
554,341,2017-08
588,396,2017-08
616,586,2017-08
625,533,2017-08
630,521,2017-08
649,305,2017-08
652,53,2017-08
654,470,2017-08
655,751,2017-08
671,799,2017-08
689,157,2017-08
719,507,2017-08
733,939,2017-08
736,282,2017-08
753,436,2017-08
763,871,2017-08
765,965,2017-08
774,898,2017-08
776,314,2017-08
791,638,2017-08
815,995,2017-08
820,785,2017-08
824,639,2017-08
825,298,2017-08
829,773,2017-08
836,352,2017-08
843,635,2017-08
849,834,2017-08
850,139,2017-08
862,350,2017-08
898,277,2017-08
906,833,2017-08
925,917,2017-08
933,883,2017-08
967,45,2017-08
982,624,2017-08
991,184,2017-08
996,948,2017-08
999,156,2017-08
1004,855,2017-08
1032,788,2017-08
1034,695,2017-08
1045,939,2017-08
1063,983,2017-08
1065,594,2017-08
1068,218,2017-08
1092,805,2017-08
1096,308,2017-08
1138,269,2017-08
1145,849,2017-08
1147,407,2017-08
1150,1462,2017-08
1162,436,2017-08
1181,442,2017-08
1183,818,2017-08
1213,932,2017-08
1218,145,2017-08
1229,746,2017-08
1239,357,2017-08
1242,845,2017-08
1249,343,2017-08
1253,777,2017-08
1277,253,2017-08
1294,515,2017-08
1309,611,2017-08
1315,210,2017-08
1333,183,2017-08
1341,158,2017-08
1363,476,2017-08
1375,653,2017-08
1378,464,2017-08
1380,351,2017-08
1397,922,2017-08
1405,460,2017-08
1415,74,2017-08
1430,791,2017-08
1436,989,2017-08
1437,254,2017-08
1439,404,2017-08
1443,668,2017-08
1464,162,2017-08
1471,668,2017-08
1477,388,2017-08
1491,629,2017-08
1500,408,2017-08
1503,438,2017-08
1526,251,2017-08
1558,643,2017-08
1594,84,2017-08
1616,229,2017-08
1625,993,2017-08
1633,914,2017-08
1643,251,2017-08
1653,616,2017-08
1664,162,2017-08
1672,477,2017-08
1698,353,2017-08
1712,999,2017-08
1718,974,2017-08
1728,689,2017-08
1766,293,2017-08
1776,506,2017-08
1779,955,2017-08
1780,140,2017-08
1789,998,2017-08
1817,76,2017-08
1850,183,2017-08
1866,591,2017-08
1878,39,2017-08
1881,768,2017-08
1893,49,2017-08
1896,596,2017-08
1902,279,2017-08
1908,892,2017-08
1918,680,2017-08
1934,172,2017-08
1935,538,2017-08
1944,947,2017-08
1954,215,2017-08
1983,879,2017-08
1984,46,2017-08
1991,22,2017-08
2018,830,2017-08
2024,158,2017-08
2029,335,2017-08
2069,144,2017-08
2077,16,2017-08
2102,788,2017-08
2111,530,2017-08
2112,531,2017-08
2113,407,2017-08
2119,260,2017-08
2131,634,2017-08
2141,263,2017-08
2174,720,2017-08
2202,35,2017-08
2263,623,2017-08
2265,139,2017-08
2267,268,2017-08
2276,973,2017-08
2280,409,2017-08
2281,812,2017-08
2286,864,2017-08
2310,279,2017-08
2314,830,2017-08
2317,222,2017-08
2319,667,2017-08
2322,313,2017-08
2324,431,2017-08
2334,485,2017-08
2346,459,2017-08
2352,993,2017-08
2357,206,2017-08
2363,542,2017-08
2365,336,2017-08
2369,124,2017-08
2370,571,2017-08
2379,392,2017-08
2383,734,2017-08
2386,112,2017-08
2392,685,2017-08
2397,964,2017-08
2409,925,2017-08
2419,638,2017-08
2423,609,2017-08
2430,967,2017-08
2440,881,2017-08
2449,75,2017-08
2460,702,2017-08
2466,11,2017-08
2470,525,2017-08
2477,928,2017-08
2479,101,2017-08
2490,155,2017-08
2497,381,2017-08
2512,456,2017-08
2515,343,2017-08
2520,896,2017-08
2521,639,2017-08
2528,533,2017-08
2534,894,2017-08
2544,902,2017-08
2558,524,2017-08
2564,621,2017-08
2601,120,2017-08
2619,540,2017-08
2621,377,2017-08
2633,108,2017-08
2634,361,2017-08
2642,103,2017-08
2643,468,2017-08
2644,494,2017-08
2645,616,2017-08
2654,366,2017-08
2666,538,2017-08
2669,200,2017-08
2701,840,2017-08
2729,113,2017-08
2745,820,2017-08
2748,947,2017-08
2755,290,2017-08
2762,54,2017-08
2763,269,2017-08
2768,924,2017-08
2777,697,2017-08
2787,579,2017-08
2789,581,2017-08
2791,1374,2017-08
2804,222,2017-08
2808,596,2017-08
2812,1722,2017-08
2829,699,2017-08
2830,347,2017-08
2832,954,2017-08
2841,420,2017-08
2856,907,2017-08
2905,727,2017-08
2929,496,2017-08
2993,1958,2017-08
3006,257,2017-08
3058,199,2017-08
3065,673,2017-08
3087,1556,2017-08
3090,519,2017-08
3097,167,2017-08
3099,619,2017-08
3108,522,2017-08
3116,215,2017-08
3124,177,2017-08
3127,344,2017-08
3143,835,2017-08
3150,73,2017-08
3156,519,2017-08
3167,747,2017-08
3193,874,2017-08
3195,826,2017-08
3206,296,2017-08
3224,197,2017-08
3228,284,2017-08
3238,540,2017-08
3265,720,2017-08
3273,133,2017-08
3310,603,2017-08
3322,909,2017-08
3353,803,2017-08
3369,245,2017-08
3373,326,2017-08
3397,632,2017-08
3398,444,2017-08
3399,49,2017-08
3402,673,2017-08
3424,956,2017-08
3447,97,2017-08
3458,89,2017-08
3473,642,2017-08
3478,799,2017-08
3488,146,2017-08
3489,967,2017-08
3503,723,2017-08
3511,236,2017-08
3525,384,2017-08
3537,689,2017-08
3545,971,2017-08
3548,54,2017-08
3558,501,2017-08
3587,105,2017-08
3614,20,2017-08
3645,716,2017-08
3686,240,2017-08
3694,150,2017-08
3719,119,2017-08
3722,21,2017-08
3725,121,2017-08
3728,714,2017-08
3754,155,2017-08
3761,356,2017-08
3775,669,2017-08
3782,1548,2017-08
3784,931,2017-08
3789,200,2017-08
3795,972,2017-08
3797,857,2017-08
3799,717,2017-08
3816,673,2017-08
3831,509,2017-08
3835,155,2017-08
3853,173,2017-08
3861,295,2017-08
3865,272,2017-08
3884,277,2017-08
3924,123,2017-08
3932,75,2017-08
3935,593,2017-08
3938,275,2017-08
3968,894,2017-08
3988,666,2017-08
4003,646,2017-08
4008,840,2017-08
4014,533,2017-08
4016,852,2017-08
4027,222,2017-08
4042,851,2017-08
4054,1502,2017-08
4064,32,2017-08
4072,49,2017-08
4075,688,2017-08
4089,150,2017-08
4090,103,2017-08
4095,837,2017-08
4096,582,2017-08
4099,537,2017-08
4122,52,2017-08
4123,121,2017-08
4133,81,2017-08
4147,176,2017-08
4163,783,2017-08
4168,492,2017-08
4176,506,2017-08
4183,411,2017-08
4185,636,2017-08
4195,720,2017-08
4198,339,2017-08
4216,513,2017-08
4224,107,2017-08
4231,673,2017-08
4236,462,2017-08
4239,345,2017-08
4250,848,2017-08
4255,446,2017-08
4265,280,2017-08
4330,713,2017-08
4340,858,2017-08
4344,527,2017-08
4346,240,2017-08
4347,927,2017-08
4353,996,2017-08
4359,493,2017-08
4376,261,2017-08
4379,722,2017-08
4401,724,2017-08
4413,75,2017-08
4415,812,2017-08
4417,417,2017-08
4427,203,2017-08
4447,661,2017-08
4456,155,2017-08
4459,220,2017-08
4476,889,2017-08
4478,431,2017-08
4481,403,2017-08
4493,235,2017-08
4494,728,2017-08
4496,30,2017-08
4497,620,2017-08
4503,351,2017-08
4504,250,2017-08
4507,1200,2017-08
4524,206,2017-08
4544,160,2017-08
4552,779,2017-08
4565,576,2017-08
4571,772,2017-08
4573,474,2017-08
4589,944,2017-08
4593,300,2017-08
4611,84,2017-08
4617,870,2017-08
4619,565,2017-08
4625,231,2017-08
4629,223,2017-08
4632,740,2017-08
4642,129,2017-08
4656,460,2017-08
4685,878,2017-08
4693,173,2017-08
4706,698,2017-08
4710,169,2017-08
4713,274,2017-08
4715,192,2017-08
4732,358,2017-08
4734,685,2017-08
4743,799,2017-08
4744,804,2017-08
4751,804,2017-08
4755,613,2017-08
4781,982,2017-08
4804,617,2017-08
4822,171,2017-08
4826,710,2017-08
4842,847,2017-08
4843,90,2017-08
4844,862,2017-08
4849,585,2017-08
4851,724,2017-08
4859,615,2017-08
4863,129,2017-08
4876,869,2017-08
4878,62,2017-08
4902,300,2017-08
4937,658,2017-08
4963,831,2017-08
4965,918,2017-08
4972,456,2017-08
4974,226,2017-08
4975,442,2017-08
5001,535,2017-08
5013,638,2017-08
5030,110,2017-08
5034,939,2017-08
5050,382,2017-08
5054,38,2017-08
5062,447,2017-08
5069,676,2017-08
5076,458,2017-08
5081,660,2017-08
5095,591,2017-08
5098,865,2017-08
5103,564,2017-08
5107,321,2017-08
5110,457,2017-08
5120,627,2017-08
5129,792,2017-08
5133,48,2017-08
5138,715,2017-08
5144,969,2017-08
5145,977,2017-08
5160,270,2017-08
5198,275,2017-08
5248,120,2017-08
5265,924,2017-08
3,378,2017-09
10,880,2017-09
37,37,2017-09
48,999,2017-09
49,520,2017-09
50,427,2017-09
59,59,2017-09
63,874,2017-09
82,833,2017-09
132,105,2017-09
149,482,2017-09
175,708,2017-09
181,476,2017-09
208,669,2017-09
219,100,2017-09
221,623,2017-09
251,900,2017-09
261,642,2017-09
265,183,2017-09
266,597,2017-09
276,26,2017-09
280,584,2017-09
285,12,2017-09
292,419,2017-09
296,28,2017-09
298,534,2017-09
299,689,2017-09
303,671,2017-09
305,314,2017-09
308,461,2017-09
312,510,2017-09
315,934,2017-09
320,166,2017-09
331,255,2017-09
336,674,2017-09
340,1502,2017-09
342,740,2017-09
353,97,2017-09
362,943,2017-09
374,109,2017-09
380,141,2017-09
381,482,2017-09
383,119,2017-09
386,534,2017-09
399,969,2017-09
404,201,2017-09
413,940,2017-09
423,417,2017-09
440,599,2017-09
457,946,2017-09
503,523,2017-09
510,634,2017-09
513,218,2017-09
555,870,2017-09
584,14,2017-09
616,586,2017-09
641,27,2017-09
645,69,2017-09
654,470,2017-09
666,823,2017-09
686,956,2017-09
694,919,2017-09
701,372,2017-09
711,443,2017-09
713,272,2017-09
730,342,2017-09
770,415,2017-09
777,96,2017-09
779,870,2017-09
800,467,2017-09
802,730,2017-09
813,221,2017-09
815,995,2017-09
818,914,2017-09
829,773,2017-09
859,510,2017-09
860,130,2017-09
861,823,2017-09
866,389,2017-09
871,399,2017-09
874,759,2017-09
891,27,2017-09
904,771,2017-09
906,833,2017-09
907,337,2017-09
924,93,2017-09
943,46,2017-09
